subsr,chnl_nm,in_dt,use_tms,pgm_nm,SMRY,ACTR_DISP
60550000,캐치온2,20240324165122,91,허셀프,세상의 냉혹한 현실 속에서 아이들을 지키기 위한 행복한 집 짓기가 시작된다.,해리엇 월터
61660000,캐치온2,20240324180519,0,허셀프,세상의 냉혹한 현실 속에서 아이들을 지키기 위한 행복한 집 짓기가 시작된다.,해리엇 월터
62252000,엠플렉스,20240324220100,9,리볼버,"",""
62252000,엠플렉스,20240324020900,11,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
67165000,엠플렉스,20240324223657,344,리볼버,"",""
65599000,엠플렉스,20240324022308,29,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64159000,엠플렉스,20240324030757,8,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
62567000,엠플렉스,20240324015525,6,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
59884000,엠플렉스,20240324071609,6,마파도 2,"","이문식,여운계,김지영,김을동,김형자,길해연,이규한,남지현,김영찬,김양우"
65599000,엠플렉스,20240324021827,12,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
67165000,엠플렉스,20240324225230,185,리볼버,"",""
67304000,엠플렉스,20240324020703,5,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
60450000,엠플렉스,20240324231608,477,리볼버,"",""
60224000,엠플렉스,20240324024036,19,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
65391000,엠플렉스,20240324023901,8,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64159000,엠플렉스,20240324063727,1140,마파도 2,"","이문식,여운계,김지영,김을동,김형자,길해연,이규한,남지현,김영찬,김양우"
64649000,엠플렉스,20240324025627,126,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
66162000,엠플렉스,20240324024755,0,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
61702000,엠플렉스,20240324213500,5,리볼버,"",""
60715000,채널J,20240301170807,148,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
66504000,채널J,20240301125242,0,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65828000,채널J,20240301120333,5,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65263000,채널J,20240301104711,7,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65697000,채널J,20240301164239,7,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60898000,채널J,20240301155805,6191,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65076000,채널J,20240301163740,426,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
63089000,채널J,20240301154248,5,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60283000,아시아 M,20240301195618,3,신용문객잔,"","양가휘,임청하,장만옥"
66812000,아시아 M,20240301192501,4,신용문객잔,"","양가휘,임청하,장만옥"
66466000,아시아 M,20240301192327,4,신용문객잔,"","양가휘,임청하,장만옥"
59901000,아시아 M,20240301181237,204,신용문객잔,"","양가휘,임청하,장만옥"
60824000,아시아 M,20240301194050,2,신용문객잔,"","양가휘,임청하,장만옥"
65980000,아시아 M,20240301181500,1356,신용문객잔,"","양가휘,임청하,장만옥"
67120000,아시아 M,20240301194223,488,신용문객잔,"","양가휘,임청하,장만옥"
61263000,OCN무비즈,20240301003109,9155,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65834000,OCN무비즈,20240301175912,7,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65019000,OCN무비즈,20240301003306,1,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
60727000,OCN무비즈,20240301020718,8,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
61931000,OCN무비즈,20240301001905,3030,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
67120000,스포골프헬스,20240301195124,32,2024 LIV골프 제다,"",""
61135000,OCN무비즈,20240301170655,16,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
66362000,OCN무비즈,20240301004833,519,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
66974000,OCN무비즈,20240301165649,14,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65528000,OCN무비즈,20240301173035,1897,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
64672000,OCN무비즈,20240301005914,14,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
63024000,OCN무비즈,20240301170053,172,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
62371000,OCN무비즈,20240301003129,0,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
64753000,OCN무비즈,20240301015847,7,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65309000,OCN무비즈,20240301010459,70,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
66024000,OCN무비즈,20240301174227,869,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
64282000,OCN무비즈,20240301002150,7,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
61186000,tvN스토리,20240301143736,12,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66045000,tvN스토리,20240301180242,6,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66035000,tvN스토리,20240301155716,1,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
61625000,tvN스토리,20240301164049,6,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65201000,tvN스토리,20240301182941,5,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66263000,tvN스토리,20240301172537,1,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65289000,tvN스토리,20240301150028,5,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66219000,tvN스토리,20240301165739,8,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
62007000,tvN스토리,20240301171307,15,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
62800000,tvN스토리,20240301142538,67,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66182000,tvN스토리,20240301140427,29,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65129000,tvN스토리,20240301145040,6,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
63732000,tvN스토리,20240301142048,8,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65884000,tvN스토리,20240301124525,4764,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
63740000,tvN스토리,20240301131414,12,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
61186000,tvN스토리,20240301153718,3600,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60156000,tvN스토리,20240301140455,408,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65795000,tvN스토리,20240301135403,51,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64723000,tvN스토리,20240301162945,32,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66560000,tvN스토리,20240301131620,100,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65795000,tvN스토리,20240301135456,308,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65111000,tvN스토리,20240301172426,5,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64249000,tvN스토리,20240301144550,57,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65696000,tvN스토리,20240301165104,49,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65150000,tvN스토리,20240301160728,213,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66578000,tvN스토리,20240301170819,6,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66383000,tvN스토리,20240301152602,9,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
63085000,tvN스토리,20240301181748,453,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60912000,채널J,20240301164431,117,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
62248000,채널J,20240301121239,1066,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
62248000,채널J,20240301114024,31,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
64743000,채널J,20240301171852,6,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
63089000,채널J,20240301154943,13,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60898000,채널J,20240301155805,6191,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60035000,채널J,20240301165735,24,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60912000,채널J,20240301153801,3893,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
66056000,채널J,20240301165953,157,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65407000,채널J,20240301122258,1380,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
61814000,채널J,20240301165333,75,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
63123000,KBS1,20240301154949,5372,콘서트 문화창고,"",""
60798000,대교노리Q,20240301011021,119,버블버블마린(3회),평화로운 바다 속 마을의 모험 이야기,""
59910000,JTBC골프,20240301054108,5,2024 PGA투어 카그니전트 클래식,"",""
60201000,JTBC,20240301091512,966,다시보는 건강스페셜(47회),"",""
64520000,채널나우,20240301171409,13,시카리오:암살자의 도시,"","에밀리 블런트,베네치오 델 토로,조슈 브롤린,빅터 가버"
67039000,채널나우,20240301153144,223,시카리오:암살자의 도시,"","에밀리 블런트,베네치오 델 토로,조슈 브롤린,빅터 가버"
67161000,JTBC,20240301092806,1331,다시보는 건강스페셜(47회),"",""
65046000,아시아 M,20240301180932,0,신용문객잔,"","양가휘,임청하,장만옥"
66847000,아시아 M,20240301195210,41,신용문객잔,"","양가휘,임청하,장만옥"
66717000,OCN무비즈2,20240301023240,367,부당거래,"<짝패>의 류승완 감독이 다시 메가폰을 잡고, <사생결단>의 황정민과 류승범, <이끼>의 유해진이 손을 잡아 만든 범죄드라마","유해진,류승범,황정민"
59935000,OCN무비즈2,20240301185904,219,스파이,"대한민국 최고의 스파이가 국가의 운명이 걸린 초특급 작전을 수행하던 중, 자신의 정체를 모르는 마누라가 작전에 휘말리며 벌어지는 코믹 첩보 액션 영화","설경구,문소리,다니엘 헤니,고창석,한예리,정인기,라미란,송재호"
66608000,OCN무비즈2,20240301012805,324,부당거래,"<짝패>의 류승완 감독이 다시 메가폰을 잡고, <사생결단>의 황정민과 류승범, <이끼>의 유해진이 손을 잡아 만든 범죄드라마","유해진,류승범,황정민"
61130000,OCN무비즈2,20240301195609,10,스파이,"대한민국 최고의 스파이가 국가의 운명이 걸린 초특급 작전을 수행하던 중, 자신의 정체를 모르는 마누라가 작전에 휘말리며 벌어지는 코믹 첩보 액션 영화","설경구,문소리,다니엘 헤니,고창석,한예리,정인기,라미란,송재호"
66847000,OCN무비즈2,20240301195147,0,스파이,"대한민국 최고의 스파이가 국가의 운명이 걸린 초특급 작전을 수행하던 중, 자신의 정체를 모르는 마누라가 작전에 휘말리며 벌어지는 코믹 첩보 액션 영화","설경구,문소리,다니엘 헤니,고창석,한예리,정인기,라미란,송재호"
62254000,OCN무비즈2,20240301203853,27,스파이,"대한민국 최고의 스파이가 국가의 운명이 걸린 초특급 작전을 수행하던 중, 자신의 정체를 모르는 마누라가 작전에 휘말리며 벌어지는 코믹 첩보 액션 영화","설경구,문소리,다니엘 헤니,고창석,한예리,정인기,라미란,송재호"
63726000,OCN무비즈2,20240301013900,150,부당거래,"<짝패>의 류승완 감독이 다시 메가폰을 잡고, <사생결단>의 황정민과 류승범, <이끼>의 유해진이 손을 잡아 만든 범죄드라마","유해진,류승범,황정민"
65596000,OCN무비즈2,20240301050342,7,황산벌,"오늘의 현실을 누구나 알고 있는 역사의 한 장면에 빗대어 웃음과 쾌감을 불러오는 정치풍자만화 같은 <황산벌>은 유려한 형식이나 세련된 표현의 미를 찾는 이들에겐 거칠고 투박해 보여도 다른 영화에서 볼 수 없는 촌철살인의 미학이 있다. 그것은 계백의 머리를 칼로 내리칠 때, 그의 뇌리를 스쳤던 아내의 울부짖음 같은 것이다. 사내들의 대의명분과 비장함을 깔아뭉개는 그녀의 항변은 잊지 못할 잔영을 남기진 않지만 그 공명은 오래 깊이 울려퍼진다. 별안간 뒤통수를 치는 그런 공감이 <황산벌>을 좋은 코미디로 기억하게 만드는 강력한 이유라 할 수 있다.","정진영,이문식,박중훈,김병서,이호성,안내상,류승수,신정근"
61361000,OCN무비즈2,20240301022454,181,부당거래,"<짝패>의 류승완 감독이 다시 메가폰을 잡고, <사생결단>의 황정민과 류승범, <이끼>의 유해진이 손을 잡아 만든 범죄드라마","유해진,류승범,황정민"
59884000,OCN무비즈,20240301012432,5,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
60411000,OCN무비즈,20240301011541,18,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
62735000,OCN무비즈,20240301165850,272,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
67039000,OCN무비즈,20240301162804,7,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
64417000,OCN무비즈,20240301170251,3142,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
63004000,OCN무비즈,20240301165058,2257,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65834000,OCN무비즈,20240301180527,14,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
66362000,OCN무비즈,20240301015528,6,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
66631000,OCN무비즈,20240301010448,7161,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
60050000,OCN무비즈,20240301173902,5074,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
67344000,OCN무비즈,20240301180658,3,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
60824000,OCN무비즈,20240301004702,4,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
66123000,OCN무비즈,20240301175622,31,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
67344000,OCN무비즈,20240301170212,3219,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65108000,OCN무비즈,20240301021705,98,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65616000,OCN무비즈,20240301004623,83,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
62687000,OCN무비즈,20240301005804,21,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
64649000,OCN무비즈,20240301002003,0,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
